OS,Algorithm,SizeName,FileSizeBytes,Run,TimeSeconds,ThroughputMBps,Mode,Digest
Linux,sha256,1MiB,1048576,1,0.005404171999543905,185.04222295004615,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,2,0.0054028630001994316,185.0870547639442,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,3,0.005420588000561111,184.4818311032835,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,4,0.005304021000483772,188.53620675875746,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,5,0.005156708999493276,193.92213136290317,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,6,0.005295162000038545,188.85163475503126,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,7,0.005331895001290832,187.55058000165116,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,8,0.005172458000743063,193.3316809641262,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,9,0.005223119000220322,191.45648413482786,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,10,0.00528903799931868,189.07029976506453,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,11,0.005156860999704804,193.91641544289118,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,12,0.00509729899931699,196.18233110005798,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,13,0.00496016699980828,201.60611528576598,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,14,0.004938247000609408,202.50100893628735,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,15,0.005149524999069399,194.1926682909037,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,16,0.0054135040008986834,184.7232402218586,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,17,0.005515814998943824,181.29687094137157,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,18,0.005203892998906667,192.16382815905303,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,19,0.0054172029995243065,184.59710667807937,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,20,0.005309629001203575,188.33707586223485,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,21,0.0054299950006679865,184.16223217092872,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,22,0.005345599000065704,187.0697745917172,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,23,0.0053334159983933205,187.49709385152926,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,24,0.005307802000970696,188.40190342765592,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,25,0.0053327089990489185,187.52195182192554,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,26,0.005183589000807842,192.9165294247198,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,27,0.005165611000848003,193.58794145278011,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,28,0.004870263999691815,205.32767834829465,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,29,0.005005558999982895,199.7778869459769,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
Linux,sha256,1MiB,1048576,30,0.005307994000759209,188.39508858845147,streaming,fbbab289f7f94b25736c58be46a994c441fd02552cc6022352e3d86d2fab7c83
