OS,Algorithm,SizeName,FileSizeBytes,Run,TimeSeconds,ThroughputMBps,Mode,Digest
Linux,sha3-512,1MiB,1048576,1,0.007226821000585915,138.3734286374223,streaming,ae620b7c96e065699b5560b5bf5a872d0f37d69622681d4b997496a743456869cc189f9a55a48f8e8974279ac41aef2ee220bc008e6a8dc043b01f37ee2ab405
Linux,sha3-512,1MiB,1048576,2,0.006915600000866107,144.60061308848987,streaming,ae620b7c96e065699b5560b5bf5a872d0f37d69622681d4b997496a743456869cc189f9a55a48f8e8974279ac41aef2ee220bc008e6a8dc043b01f37ee2ab405
Linux,sha3-512,1MiB,1048576,3,0.007104705000529066,140.75179756591345,streaming,ae620b7c96e065699b5560b5bf5a872d0f37d69622681d4b997496a743456869cc189f9a55a48f8e8974279ac41aef2ee220bc008e6a8dc043b01f37ee2ab405
Linux,sha3-512,1MiB,1048576,4,0.0070233459991868585,142.3822776374362,streaming,ae620b7c96e065699b5560b5bf5a872d0f37d69622681d4b997496a743456869cc189f9a55a48f8e8974279ac41aef2ee220bc008e6a8dc043b01f37ee2ab405
Linux,sha3-512,1MiB,1048576,5,0.007000247000178206,142.85210221504227,streaming,ae620b7c96e065699b5560b5bf5a872d0f37d69622681d4b997496a743456869cc189f9a55a48f8e8974279ac41aef2ee220bc008e6a8dc043b01f37ee2ab405
Linux,sha3-512,1MiB,1048576,6,0.007093893000273965,140.96632130783198,streaming,ae620b7c96e065699b5560b5bf5a872d0f37d69622681d4b997496a743456869cc189f9a55a48f8e8974279ac41aef2ee220bc008e6a8dc043b01f37ee2ab405
Linux,sha3-512,1MiB,1048576,7,0.006935471999895526,144.1862933070833,streaming,ae620b7c96e065699b5560b5bf5a872d0f37d69622681d4b997496a743456869cc189f9a55a48f8e8974279ac41aef2ee220bc008e6a8dc043b01f37ee2ab405
Linux,sha3-512,1MiB,1048576,8,0.007076325999150868,141.31627063535458,streaming,ae620b7c96e065699b5560b5bf5a872d0f37d69622681d4b997496a743456869cc189f9a55a48f8e8974279ac41aef2ee220bc008e6a8dc043b01f37ee2ab405
Linux,sha3-512,1MiB,1048576,9,0.006725813000230119,148.6809103919163,streaming,ae620b7c96e065699b5560b5bf5a872d0f37d69622681d4b997496a743456869cc189f9a55a48f8e8974279ac41aef2ee220bc008e6a8dc043b01f37ee2ab405
Linux,sha3-512,1MiB,1048576,10,0.0065637050010991516,152.3529774468141,streaming,ae620b7c96e065699b5560b5bf5a872d0f37d69622681d4b997496a743456869cc189f9a55a48f8e8974279ac41aef2ee220bc008e6a8dc043b01f37ee2ab405
Linux,sha3-512,1MiB,1048576,11,0.00681436900049448,146.7487305027708,streaming,ae620b7c96e065699b5560b5bf5a872d0f37d69622681d4b997496a743456869cc189f9a55a48f8e8974279ac41aef2ee220bc008e6a8dc043b01f37ee2ab405
