OS,Algorithm,SizeName,FileSizeBytes,Run,TimeSeconds,ThroughputMBps,Mode,Digest
Linux,sha3-256,100MiB,104857600,1,0.2138760869984253,467.5604524255966,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,2,0.2113814789991011,473.078343824178,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,3,0.212248420000833,471.14602784608496,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,4,0.21203421899917885,471.6219885262353,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,5,0.21191009899848723,471.8982269963164,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,6,0.21510328099975595,464.8929553060302,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,7,0.21367608299988206,467.99809597808473,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,8,0.21175337599925115,472.2474885139666,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,9,0.21300897400033136,469.46378888170426,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,10,0.21213975399950868,471.3873666518516,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,11,0.21324616899983084,468.9416014788023,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,12,0.2110815169999114,473.7506221354377,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,13,0.21185391100152628,472.02338407280837,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,14,0.2153813769982662,464.2926950959413,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,15,0.21329455000159214,468.8352327767097,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,16,0.2143231089994515,466.5852434991316,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,17,0.215308594999442,464.4496426176538,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,18,0.2144576999999117,466.2924203702696,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,19,0.2207945979989745,452.9096314234303,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,20,0.21483622399864544,465.47085095216767,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,21,0.2142441569994844,466.7571867560461,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,22,0.21452606599996216,466.14382049040904,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,23,0.2141605039996648,466.93950626935634,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,24,0.2146783720017993,465.8131094787782,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,25,0.21431418899919663,466.60466330754633,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,26,0.21204200299871445,471.6046754218138,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,27,0.21324293699944974,468.94870895657397,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,28,0.22005792500021926,454.4258062957758,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,29,0.21478568200109294,465.58038258570303,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
Linux,sha3-256,100MiB,104857600,30,0.21503319600014947,465.0444762023185,streaming,e59d64aa0394e3e8821ea4b73554d9351b41dec71f48d1af20a5de4d8dc4e517
