OS,Algorithm,SizeName,FileSizeBytes,Run,TimeSeconds,ThroughputMBps,Mode,Digest
Linux,sha3-256,1MiB,1048576,1,0.005267210000965861,189.85383150028719,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,2,0.005092934999993304,196.35043447468203,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,3,0.005258044999209233,190.18475500882778,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,4,0.005344700000932789,187.10124044857034,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,5,0.005428308000773541,184.21946578151034,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,6,0.00531900200076052,188.00519342858271,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,7,0.00511510999967868,195.49921703791665,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,8,0.004910061999908066,203.66341606658398,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,9,0.005351112000425928,186.87704535438687,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,10,0.005223320000368403,191.44911664027276,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,11,0.005067141000836273,197.34994542977225,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,12,0.0048803139998199185,204.90484834313932,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,13,0.004975279998689075,200.99371296961934,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,14,0.005066239998996025,197.38504299010108,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,15,0.005332148999514175,187.5416459838449,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,16,0.005072866999398684,197.12718668132553,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,17,0.005035861999203917,198.5757354268411,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,18,0.005016090999561129,199.35842473501629,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,19,0.005328883000402129,187.65658767973284,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,20,0.005129044999193866,194.96806913512563,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,21,0.004967988001226331,201.28873092148237,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,22,0.005194336001295596,192.51738812248095,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,23,0.004914900000585476,203.462939201383,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,24,0.004908340000838507,203.7348675579049,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,25,0.005395516000135103,185.33908526542413,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,26,0.0053603140004270244,186.5562353101583,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,27,0.005180975000257604,193.01386321112898,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,28,0.005073816999356495,197.0902774236494,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,29,0.00503606399979617,198.56777039379844,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
Linux,sha3-256,1MiB,1048576,30,0.004997990999981994,200.08039230234763,streaming,d968751128cfec8780ddfe859f11bdcd8b84e1f2175a1093fa9e776ad7fac6b1
