Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.0037981,0.0030519,285.128,1000,Non-AEAD,block
AES-256-CBC,4096,0.0057088,0.0030252,894.493,1000,Non-AEAD,block
AES-256-CBC,16384,0.0273061,0.0070171,910.463,1000,Non-AEAD,block
AES-256-CBC,262144,0.409392,0.0957153,989.888,1000,Non-AEAD,block
AES-256-CBC,1048576,1.33296,0.446539,1123.91,1000,Non-AEAD,block
AES-256-CBC,8388608,15.4309,6.56536,727.396,1000,Non-AEAD,block
AES-256-CTR,1024,0.0020856,0.0020626,470.837,1000,Non-AEAD,stream
AES-256-CTR,4096,0.0025237,0.0025268,1546.88,1000,Non-AEAD,stream
AES-256-CTR,16384,0.0071538,0.0075386,2126.95,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0726053,0.072109,3455.08,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.432132,0.437055,2301,1000,Non-AEAD,stream
AES-256-CTR,8388608,6.69929,6.90963,1175.7,1000,Non-AEAD,stream
AES-256-GCM,1024,0.0045297,0.0058954,187.348,1000,AEAD,block
AES-256-GCM,4096,0.0036361,0.0044472,966.499,1000,AEAD,block
AES-256-GCM,16384,0.0073169,0.0076401,2089.32,1000,AEAD,block
AES-256-GCM,262144,0.0883393,0.0814055,2945.6,1000,AEAD,block
AES-256-GCM,1048576,1.13705,0.785513,1040.28,1000,AEAD,block
AES-256-GCM,8388608,10.5764,7.74104,873.485,1000,AEAD,block
AES-256-CCM,1024,0.003204,0.0040567,269,1000,AEAD,block
AES-256-CCM,4096,0.0060413,0.0068035,608.223,1000,AEAD,block
AES-256-CCM,16384,0.0179256,0.0183291,861.957,1000,AEAD,block
AES-256-CCM,262144,0.320986,0.311801,790.154,1000,AEAD,block
AES-256-CCM,1048576,2.00132,1.63736,549.649,1000,AEAD,block
AES-256-CCM,8388608,16.0784,13.3864,543.021,1000,AEAD,block
