Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.0036183,0.002942,297.719,1000,Non-AEAD,block
AES-256-CBC,4096,0.00553,0.0029164,924.95,1000,Non-AEAD,block
AES-256-CBC,16384,0.0270583,0.0068997,920.254,1000,Non-AEAD,block
AES-256-CBC,262144,0.387097,0.0882899,1051.77,1000,Non-AEAD,block
AES-256-CBC,1048576,1.30599,0.428537,1153.05,1000,Non-AEAD,block
AES-256-CBC,8388608,12.4033,5.13834,912.114,1000,Non-AEAD,block
AES-256-CTR,1024,0.0022148,0.002205,441.903,1000,Non-AEAD,stream
AES-256-CTR,4096,0.0026877,0.0027104,1447.27,1000,Non-AEAD,stream
AES-256-CTR,16384,0.0057901,0.0057503,2707.88,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0639957,0.0634856,3922.14,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.383012,0.410138,2521.59,1000,Non-AEAD,stream
AES-256-CTR,8388608,5.14347,5.3408,1526.1,1000,Non-AEAD,stream
AES-256-GCM,1024,0.0023308,0.0030344,364.036,1000,AEAD,block
AES-256-GCM,4096,0.0030638,0.0037846,1140.78,1000,AEAD,block
AES-256-GCM,16384,0.0074348,0.0077893,2052.67,1000,AEAD,block
AES-256-GCM,262144,0.0864899,0.0807751,2989.27,1000,AEAD,block
AES-256-GCM,1048576,0.717005,0.494555,1650.76,1000,AEAD,block
AES-256-GCM,8388608,7.99837,5.73944,1164.67,1000,AEAD,block
AES-256-CCM,1024,0.0030496,0.0038307,283.872,1000,AEAD,block
AES-256-CCM,4096,0.005786,0.0065246,634.616,1000,AEAD,block
AES-256-CCM,16384,0.0184253,0.0188628,838.069,1000,AEAD,block
AES-256-CCM,262144,0.25001,0.24368,1012.78,1000,AEAD,block
AES-256-CCM,1048576,1.42719,1.18271,766.313,1000,AEAD,block
AES-256-CCM,8388608,13.7126,11.426,636.471,1000,AEAD,block
