Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.0038308,0.003114,281.236,1000,Non-AEAD,block
AES-256-CBC,4096,0.0055976,0.0029522,913.764,1000,Non-AEAD,block
AES-256-CBC,16384,0.0272558,0.007035,911.323,1000,Non-AEAD,block
AES-256-CBC,262144,0.39195,0.0894286,1038.68,1000,Non-AEAD,block
AES-256-CBC,1048576,1.32961,0.435205,1133.26,1000,Non-AEAD,block
AES-256-CBC,8388608,12.3413,5.11337,916.662,1000,Non-AEAD,block
AES-256-CTR,1024,0.0022911,0.0022919,426.167,1000,Non-AEAD,stream
AES-256-CTR,4096,0.0027948,0.0028005,1396.26,1000,Non-AEAD,stream
AES-256-CTR,16384,0.0057646,0.0057219,2720.59,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0612574,0.0607859,4096.91,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.388449,0.394596,2554.13,1000,Non-AEAD,stream
AES-256-CTR,8388608,4.90589,5.02726,1610.77,1000,Non-AEAD,stream
AES-256-GCM,1024,0.0024847,0.0032308,341.724,1000,AEAD,block
AES-256-GCM,4096,0.0031916,0.003928,1097.32,1000,AEAD,block
AES-256-GCM,16384,0.0077548,0.0082012,1958.51,1000,AEAD,block
AES-256-GCM,262144,0.0906932,0.0844161,2855.36,1000,AEAD,block
AES-256-GCM,1048576,0.735562,0.498961,1620.06,1000,AEAD,block
AES-256-GCM,8388608,7.87653,5.66319,1181.71,1000,AEAD,block
AES-256-CCM,1024,0.0030472,0.0038267,284.136,1000,AEAD,block
AES-256-CCM,4096,0.0058661,0.0066232,625.535,1000,AEAD,block
AES-256-CCM,16384,0.0181702,0.018591,850.081,1000,AEAD,block
AES-256-CCM,262144,0.255485,0.250177,988.802,1000,AEAD,block
AES-256-CCM,1048576,1.46662,1.19903,750.286,1000,AEAD,block
AES-256-CCM,8388608,13.672,11.3469,639.515,1000,AEAD,block
