Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.0042995,0.0035762,247.994,1000,Non-AEAD,block
AES-256-CBC,4096,0.0055626,0.0029665,915.982,1000,Non-AEAD,block
AES-256-CBC,16384,0.0271244,0.0068891,918.753,1000,Non-AEAD,block
AES-256-CBC,262144,0.418777,0.0960928,971.119,1000,Non-AEAD,block
AES-256-CBC,1048576,1.26415,0.437237,1175.51,1000,Non-AEAD,block
AES-256-CBC,8388608,12.5004,5.20454,903.703,1000,Non-AEAD,block
AES-256-CTR,1024,0.0022693,0.0022628,430.954,1000,Non-AEAD,stream
AES-256-CTR,4096,0.0028852,0.0028897,1352.84,1000,Non-AEAD,stream
AES-256-CTR,16384,0.0063828,0.0063946,2445.72,1000,Non-AEAD,stream
AES-256-CTR,262144,0.06345,0.0628033,3960.29,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.378491,0.388814,2606.52,1000,Non-AEAD,stream
AES-256-CTR,8388608,4.99826,5.07375,1588.56,1000,Non-AEAD,stream
AES-256-GCM,1024,0.0025251,0.0032957,335.542,1000,AEAD,block
AES-256-GCM,4096,0.0032054,0.0039425,1092.98,1000,AEAD,block
AES-256-GCM,16384,0.0073958,0.0077454,2063.91,1000,AEAD,block
AES-256-GCM,262144,0.0839149,0.0778147,3091.58,1000,AEAD,block
AES-256-GCM,1048576,0.670388,0.487639,1727.08,1000,AEAD,block
AES-256-GCM,8388608,8.1048,5.82486,1148.63,1000,AEAD,block
AES-256-CCM,1024,0.0031249,0.0039291,276.882,1000,AEAD,block
AES-256-CCM,4096,0.005923,0.0066663,620.567,1000,AEAD,block
AES-256-CCM,16384,0.0179146,0.0183387,861.99,1000,AEAD,block
AES-256-CCM,262144,0.258014,0.250954,982.381,1000,AEAD,block
AES-256-CCM,1048576,1.39543,1.19047,773.426,1000,AEAD,block
AES-256-CCM,8388608,14.0369,11.6157,623.717,1000,AEAD,block
