Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.003939,0.0032284,272.501,1000,Non-AEAD,block
AES-256-CBC,4096,0.005494,0.0028535,935.909,1000,Non-AEAD,block
AES-256-CBC,16384,0.0273935,0.0071514,904.62,1000,Non-AEAD,block
AES-256-CBC,262144,0.400149,0.0909351,1018.16,1000,Non-AEAD,block
AES-256-CBC,1048576,1.31818,0.433415,1141.82,1000,Non-AEAD,block
AES-256-CBC,8388608,11.6469,5.08006,956.54,1000,Non-AEAD,block
AES-256-CTR,1024,0.0021809,0.0021677,449.139,1000,Non-AEAD,stream
AES-256-CTR,4096,0.0026793,0.0026409,1468.46,1000,Non-AEAD,stream
AES-256-CTR,16384,0.0053921,0.0053603,2906.33,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0577471,0.0574098,4341.9,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.383499,0.37457,2638.28,1000,Non-AEAD,stream
AES-256-CTR,8388608,5.11542,5.17016,1555.58,1000,Non-AEAD,stream
AES-256-GCM,1024,0.0023936,0.0031378,353.098,1000,AEAD,block
AES-256-GCM,4096,0.0031815,0.0038834,1105.82,1000,AEAD,block
AES-256-GCM,16384,0.0073833,0.0077535,2064.51,1000,AEAD,block
AES-256-GCM,262144,0.0809913,0.0753517,3198.1,1000,AEAD,block
AES-256-GCM,1048576,0.70882,0.506538,1645.61,1000,AEAD,block
AES-256-GCM,8388608,8.44335,6.01983,1106.26,1000,AEAD,block
AES-256-CCM,1024,0.0032169,0.0040836,267.533,1000,AEAD,block
AES-256-CCM,4096,0.006163,0.0069077,597.711,1000,AEAD,block
AES-256-CCM,16384,0.0193313,0.0197359,799.904,1000,AEAD,block
AES-256-CCM,262144,0.267924,0.260744,945.773,1000,AEAD,block
AES-256-CCM,1048576,1.45771,1.21229,749.064,1000,AEAD,block
AES-256-CCM,8388608,13.641,11.3475,640.295,1000,AEAD,block
