Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.0035995,0.0029054,300.254,1000,Non-AEAD,block
AES-256-CBC,4096,0.0055375,0.0029001,925.915,1000,Non-AEAD,block
AES-256-CBC,16384,0.026656,0.0068744,931.99,1000,Non-AEAD,block
AES-256-CBC,262144,0.392271,0.0897436,1037.31,1000,Non-AEAD,block
AES-256-CBC,1048576,1.3194,0.436589,1138.96,1000,Non-AEAD,block
AES-256-CBC,8388608,12.3612,5.15776,913.298,1000,Non-AEAD,block
AES-256-CTR,1024,0.0021067,0.0021057,463.661,1000,Non-AEAD,stream
AES-256-CTR,4096,0.0025974,0.0026257,1495.76,1000,Non-AEAD,stream
AES-256-CTR,16384,0.0054053,0.0053729,2899.37,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0551128,0.054493,4561.8,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.373038,0.405745,2568.11,1000,Non-AEAD,stream
AES-256-CTR,8388608,5.13383,5.2763,1536.97,1000,Non-AEAD,stream
AES-256-GCM,1024,0.0025987,0.0034014,325.515,1000,AEAD,block
AES-256-GCM,4096,0.0033555,0.0041491,1041.03,1000,AEAD,block
AES-256-GCM,16384,0.0079577,0.0083889,1911.71,1000,AEAD,block
AES-256-GCM,262144,0.0939092,0.0869177,2765.08,1000,AEAD,block
AES-256-GCM,1048576,0.721964,0.49413,1644.61,1000,AEAD,block
AES-256-GCM,8388608,7.92869,5.7117,1172.99,1000,AEAD,block
AES-256-CCM,1024,0.002931,0.0037425,292.669,1000,AEAD,block
AES-256-CCM,4096,0.0057331,0.0065018,638.542,1000,AEAD,block
AES-256-CCM,16384,0.0190044,0.0195401,810.751,1000,AEAD,block
AES-256-CCM,262144,0.263502,0.256464,961.602,1000,AEAD,block
AES-256-CCM,1048576,1.40221,1.15379,782.471,1000,AEAD,block
AES-256-CCM,8388608,13.4625,11.2272,648.044,1000,AEAD,block
