Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.0041573,0.0033989,258.48,1000,Non-AEAD,block
AES-256-CBC,4096,0.0054337,0.0028471,943.447,1000,Non-AEAD,block
AES-256-CBC,16384,0.0277776,0.0072639,891.8,1000,Non-AEAD,block
AES-256-CBC,262144,0.393418,0.0895065,1035.36,1000,Non-AEAD,block
AES-256-CBC,1048576,1.35879,0.473505,1091.53,1000,Non-AEAD,block
AES-256-CBC,8388608,14.3305,6.02314,786.099,1000,Non-AEAD,block
AES-256-CTR,1024,0.0033135,0.0032947,295.561,1000,Non-AEAD,stream
AES-256-CTR,4096,0.0031691,0.0031428,1237.74,1000,Non-AEAD,stream
AES-256-CTR,16384,0.0057574,0.0057027,2726.85,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0599178,0.0595993,4183.5,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.499321,0.484118,2033.68,1000,Non-AEAD,stream
AES-256-CTR,8388608,5.76038,5.79337,1384.83,1000,Non-AEAD,stream
AES-256-GCM,1024,0.0025018,0.003194,342.906,1000,AEAD,block
AES-256-GCM,4096,0.0031816,0.0038916,1104.52,1000,AEAD,block
AES-256-GCM,16384,0.01313,0.0138493,1158.3,1000,AEAD,block
AES-256-GCM,262144,0.093627,0.0871163,2766.35,1000,AEAD,block
AES-256-GCM,1048576,0.940878,0.636476,1267.95,1000,AEAD,block
AES-256-GCM,8388608,9.63702,6.90462,967.256,1000,AEAD,block
AES-256-CCM,1024,0.0031018,0.0039437,277.216,1000,AEAD,block
AES-256-CCM,4096,0.0058349,0.0066118,627.676,1000,AEAD,block
AES-256-CCM,16384,0.0183599,0.0187594,841.88,1000,AEAD,block
AES-256-CCM,262144,0.295751,0.288802,855.354,1000,AEAD,block
AES-256-CCM,1048576,1.73861,1.47414,622.518,1000,AEAD,block
AES-256-CCM,8388608,15.9284,13.4904,543.87,1000,AEAD,block
