Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.0035878,0.0030337,294.967,1000,Non-AEAD,block
AES-256-CBC,4096,0.0055925,0.00303,906.06,1000,Non-AEAD,block
AES-256-CBC,16384,0.028192,0.0072724,881.165,1000,Non-AEAD,block
AES-256-CBC,262144,0.41191,0.0941985,987.931,1000,Non-AEAD,block
AES-256-CBC,1048576,1.33384,0.468247,1109.82,1000,Non-AEAD,block
AES-256-CBC,8388608,13.7626,5.61705,825.607,1000,Non-AEAD,block
AES-256-CTR,1024,0.0022198,0.0022161,440.3,1000,Non-AEAD,stream
AES-256-CTR,4096,0.0028471,0.0028587,1369.22,1000,Non-AEAD,stream
AES-256-CTR,16384,0.0062211,0.0061287,2530.41,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0591783,0.0581652,4260.99,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.384668,0.398819,2552.69,1000,Non-AEAD,stream
AES-256-CTR,8388608,5.16211,5.15487,1550.84,1000,Non-AEAD,stream
AES-256-GCM,1024,0.0025182,0.0033,335.692,1000,AEAD,block
AES-256-GCM,4096,0.0040187,0.0049825,867.94,1000,AEAD,block
AES-256-GCM,16384,0.0077109,0.0080541,1982.24,1000,AEAD,block
AES-256-GCM,262144,0.0893946,0.0834003,2893.6,1000,AEAD,block
AES-256-GCM,1048576,0.811056,0.542822,1477.24,1000,AEAD,block
AES-256-GCM,8388608,8.40726,5.96369,1113.36,1000,AEAD,block
AES-256-CCM,1024,0.0031918,0.004069,268.996,1000,AEAD,block
AES-256-CCM,4096,0.0063541,0.0072288,575.172,1000,AEAD,block
AES-256-CCM,16384,0.0197877,0.0202557,780.403,1000,AEAD,block
AES-256-CCM,262144,0.259634,0.253451,974.499,1000,AEAD,block
AES-256-CCM,1048576,1.55448,1.26796,708.607,1000,AEAD,block
AES-256-CCM,8388608,13.9093,11.5234,629.112,1000,AEAD,block
