Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.0046332,0.0038532,230.148,1000,Non-AEAD,block
AES-256-CBC,4096,0.0055088,0.0028827,931.002,1000,Non-AEAD,block
AES-256-CBC,16384,0.0284863,0.0072425,874.645,1000,Non-AEAD,block
AES-256-CBC,262144,0.417976,0.100912,963.599,1000,Non-AEAD,block
AES-256-CBC,1048576,1.39526,0.490938,1060.33,1000,Non-AEAD,block
AES-256-CBC,8388608,13.6279,5.88712,819.88,1000,Non-AEAD,block
AES-256-CTR,1024,0.0023106,0.0022971,423.883,1000,Non-AEAD,stream
AES-256-CTR,4096,0.0027362,0.0027693,1419.04,1000,Non-AEAD,stream
AES-256-CTR,16384,0.0058956,0.0058204,2667.29,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0619753,0.061054,4064.07,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.389396,0.415712,2484.14,1000,Non-AEAD,stream
AES-256-CTR,8388608,5.27842,5.50885,1483.23,1000,Non-AEAD,stream
AES-256-GCM,1024,0.0025129,0.0032536,338.702,1000,AEAD,block
AES-256-GCM,4096,0.0032361,0.0040079,1078.48,1000,AEAD,block
AES-256-GCM,16384,0.0076245,0.0079914,2001.17,1000,AEAD,block
AES-256-GCM,262144,0.0849929,0.0788616,3051.49,1000,AEAD,block
AES-256-GCM,1048576,0.751051,0.527486,1564.29,1000,AEAD,block
AES-256-GCM,8388608,8.4645,6.05389,1102.05,1000,AEAD,block
AES-256-CCM,1024,0.0031353,0.0039921,274.031,1000,AEAD,block
AES-256-CCM,4096,0.0064367,0.0073525,566.567,1000,AEAD,block
AES-256-CCM,16384,0.0184514,0.0188949,836.763,1000,AEAD,block
AES-256-CCM,262144,0.268552,0.261436,943.418,1000,AEAD,block
AES-256-CCM,1048576,1.45654,1.20737,750.776,1000,AEAD,block
AES-256-CCM,8388608,14.5497,12.003,602.576,1000,AEAD,block
