Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.0036583,0.0029569,295.248,1000,Non-AEAD,block
AES-256-CBC,4096,0.0055418,0.0029084,924.534,1000,Non-AEAD,block
AES-256-CBC,16384,0.0280131,0.0075745,878.115,1000,Non-AEAD,block
AES-256-CBC,262144,0.397422,0.0902698,1025.24,1000,Non-AEAD,block
AES-256-CBC,1048576,1.28478,0.420936,1172.52,1000,Non-AEAD,block
AES-256-CBC,8388608,12.2791,5.05829,922.858,1000,Non-AEAD,block
AES-256-CTR,1024,0.0021642,0.0021674,450.902,1000,Non-AEAD,stream
AES-256-CTR,4096,0.0025297,0.0025412,1540.65,1000,Non-AEAD,stream
AES-256-CTR,16384,0.005305,0.0053107,2943.75,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0549971,0.0545816,4562.93,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.364471,0.384507,2670.31,1000,Non-AEAD,stream
AES-256-CTR,8388608,4.90812,5.04367,1607.75,1000,Non-AEAD,stream
AES-256-GCM,1024,0.0024044,0.0031942,348.86,1000,AEAD,block
AES-256-GCM,4096,0.0031865,0.0037749,1122.26,1000,AEAD,block
AES-256-GCM,16384,0.0073262,0.007561,2099.12,1000,AEAD,block
AES-256-GCM,262144,0.0831985,0.0773874,3113.6,1000,AEAD,block
AES-256-GCM,1048576,0.725897,0.499163,1632.57,1000,AEAD,block
AES-256-GCM,8388608,8.25791,5.912,1129.15,1000,AEAD,block
AES-256-CCM,1024,0.0031064,0.0039065,278.505,1000,AEAD,block
AES-256-CCM,4096,0.0058543,0.0066056,627.011,1000,AEAD,block
AES-256-CCM,16384,0.018319,0.0187239,843.616,1000,AEAD,block
AES-256-CCM,262144,0.259813,0.253996,973.123,1000,AEAD,block
AES-256-CCM,1048576,1.4437,1.1949,757.978,1000,AEAD,block
AES-256-CCM,8388608,13.6555,11.3264,640.465,1000,AEAD,block
