Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.0037337,0.0030477,288.012,1000,Non-AEAD,block
AES-256-CBC,4096,0.0055248,0.0029136,925.827,1000,Non-AEAD,block
AES-256-CBC,16384,0.0274337,0.0071191,904.413,1000,Non-AEAD,block
AES-256-CBC,262144,0.402771,0.0927984,1008.94,1000,Non-AEAD,block
AES-256-CBC,1048576,1.30522,0.42816,1153.81,1000,Non-AEAD,block
AES-256-CBC,8388608,13.7881,5.57531,826.301,1000,Non-AEAD,block
AES-256-CTR,1024,0.0020735,0.0020699,471.382,1000,Non-AEAD,stream
AES-256-CTR,4096,0.0025195,0.0025088,1553.71,1000,Non-AEAD,stream
AES-256-CTR,16384,0.0053904,0.0053716,2903.74,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0970979,0.0968788,2577.63,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.455431,0.484042,2128.85,1000,Non-AEAD,stream
AES-256-CTR,8388608,5.4371,5.4284,1472.55,1000,Non-AEAD,stream
AES-256-GCM,1024,0.0025243,0.0032881,336.027,1000,AEAD,block
AES-256-GCM,4096,0.0031655,0.0038945,1106.59,1000,AEAD,block
AES-256-GCM,16384,0.0086139,0.009192,1755.04,1000,AEAD,block
AES-256-GCM,262144,0.0847179,0.0797102,3040.84,1000,AEAD,block
AES-256-GCM,1048576,0.856661,0.583793,1388.45,1000,AEAD,block
AES-256-GCM,8388608,9.36356,6.79259,990.335,1000,AEAD,block
AES-256-CCM,1024,0.0030694,0.0038608,281.828,1000,AEAD,block
AES-256-CCM,4096,0.0057803,0.0065337,634.44,1000,AEAD,block
AES-256-CCM,16384,0.0183101,0.0186285,845.998,1000,AEAD,block
AES-256-CCM,262144,0.318931,0.310061,794.922,1000,AEAD,block
AES-256-CCM,1048576,1.70054,1.40997,642.981,1000,AEAD,block
AES-256-CCM,8388608,15.8034,13.2822,550.102,1000,AEAD,block
