Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.0036119,0.0029055,299.679,1000,Non-AEAD,block
AES-256-CBC,4096,0.0055885,0.0028991,920.46,1000,Non-AEAD,block
AES-256-CBC,16384,0.0262912,0.0067669,945.305,1000,Non-AEAD,block
AES-256-CBC,262144,0.38073,0.086532,1070.06,1000,Non-AEAD,block
AES-256-CBC,1048576,1.20419,0.391806,1253.14,1000,Non-AEAD,block
AES-256-CBC,8388608,11.4933,4.73716,985.802,1000,Non-AEAD,block
AES-256-CTR,1024,0.001969,0.0019676,496.145,1000,Non-AEAD,stream
AES-256-CTR,4096,0.0024035,0.0024279,1617.03,1000,Non-AEAD,stream
AES-256-CTR,16384,0.0051023,0.0050849,3067.57,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0532618,0.0529002,4709.78,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.342627,0.344767,2909.54,1000,Non-AEAD,stream
AES-256-CTR,8388608,4.49233,4.76284,1728.76,1000,Non-AEAD,stream
AES-256-GCM,1024,0.0022911,0.0029959,369.42,1000,AEAD,block
AES-256-GCM,4096,0.0030001,0.0036678,1171.66,1000,AEAD,block
AES-256-GCM,16384,0.0070184,0.0074191,2164.5,1000,AEAD,block
AES-256-GCM,262144,0.0799878,0.0746994,3232.33,1000,AEAD,block
AES-256-GCM,1048576,0.651179,0.453944,1809.75,1000,AEAD,block
AES-256-GCM,8388608,7.26354,5.30806,1272.71,1000,AEAD,block
AES-256-CCM,1024,0.0029829,0.0037861,288.54,1000,AEAD,block
AES-256-CCM,4096,0.0055268,0.0062495,663.409,1000,AEAD,block
AES-256-CCM,16384,0.0172729,0.0176282,895.387,1000,AEAD,block
AES-256-CCM,262144,0.240393,0.235091,1051.56,1000,AEAD,block
AES-256-CCM,1048576,1.36424,1.14207,797.989,1000,AEAD,block
AES-256-CCM,8388608,12.5138,10.5975,692.303,1000,AEAD,block
