Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.0036823,0.0029734,293.451,1000,Non-AEAD,block
AES-256-CBC,4096,0.0055572,0.0029343,920.038,1000,Non-AEAD,block
AES-256-CBC,16384,0.0283128,0.007187,880.287,1000,Non-AEAD,block
AES-256-CBC,262144,0.423959,0.0996735,954.868,1000,Non-AEAD,block
AES-256-CBC,1048576,1.36528,0.454212,1099.21,1000,Non-AEAD,block
AES-256-CBC,8388608,15.4233,6.38989,733.5,1000,Non-AEAD,block
AES-256-CTR,1024,0.0056419,0.0054933,175.401,1000,Non-AEAD,stream
AES-256-CTR,4096,0.0070739,0.0072253,546.359,1000,Non-AEAD,stream
AES-256-CTR,16384,0.0120695,0.0119299,1302.12,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0829328,0.0831243,3011.01,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.526974,0.52987,1892.43,1000,Non-AEAD,stream
AES-256-CTR,8388608,6.6141,6.75425,1196.86,1000,Non-AEAD,stream
AES-256-GCM,1024,0.0048509,0.0061597,177.386,1000,AEAD,block
AES-256-GCM,4096,0.0060932,0.007549,572.672,1000,AEAD,block
AES-256-GCM,16384,0.0086044,0.0091143,1763.67,1000,AEAD,block
AES-256-GCM,262144,0.169869,0.161232,1510.11,1000,AEAD,block
AES-256-GCM,1048576,0.987389,0.670351,1206.46,1000,AEAD,block
AES-256-GCM,8388608,10.3418,7.56798,893.368,1000,AEAD,block
AES-256-CCM,1024,0.0031055,0.0039192,278.037,1000,AEAD,block
AES-256-CCM,4096,0.0057934,0.0065526,632.796,1000,AEAD,block
AES-256-CCM,16384,0.0182239,0.0186076,848.459,1000,AEAD,block
AES-256-CCM,262144,0.262159,0.255498,965.89,1000,AEAD,block
AES-256-CCM,1048576,1.48183,1.20223,745.139,1000,AEAD,block
AES-256-CCM,8388608,14.3359,11.851,610.993,1000,AEAD,block
