Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.0036086,0.0029323,298.602,1000,Non-AEAD,block
AES-256-CBC,4096,0.0055433,0.0028987,925.432,1000,Non-AEAD,block
AES-256-CBC,16384,0.0279335,0.0071509,890.709,1000,Non-AEAD,block
AES-256-CBC,262144,0.389153,0.0878,1048.32,1000,Non-AEAD,block
AES-256-CBC,1048576,1.2062,0.392761,1250.82,1000,Non-AEAD,block
AES-256-CBC,8388608,12.0609,4.87374,944.809,1000,Non-AEAD,block
AES-256-CTR,1024,0.0020059,0.0020093,486.433,1000,Non-AEAD,stream
AES-256-CTR,4096,0.0058525,0.0059386,662.576,1000,Non-AEAD,stream
AES-256-CTR,16384,0.0120369,0.0117884,1311.63,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0568824,0.0564779,4410.72,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.406084,0.40901,2453.7,1000,Non-AEAD,stream
AES-256-CTR,8388608,5.01182,5.23847,1560.93,1000,Non-AEAD,stream
AES-256-GCM,1024,0.0022713,0.0029355,375.11,1000,AEAD,block
AES-256-GCM,4096,0.0028951,0.0035749,1207.5,1000,AEAD,block
AES-256-GCM,16384,0.0069203,0.0072469,2205.8,1000,AEAD,block
AES-256-GCM,262144,0.0844886,0.0790791,3056.84,1000,AEAD,block
AES-256-GCM,1048576,0.729135,0.506746,1618.28,1000,AEAD,block
AES-256-GCM,8388608,8.11572,5.93143,1139.02,1000,AEAD,block
AES-256-CCM,1024,0.0028687,0.0043283,271.38,1000,AEAD,block
AES-256-CCM,4096,0.0053539,0.0060515,684.983,1000,AEAD,block
AES-256-CCM,16384,0.016748,0.0171197,922.708,1000,AEAD,block
AES-256-CCM,262144,0.258995,0.254119,974.442,1000,AEAD,block
AES-256-CCM,1048576,1.5425,1.30151,703.233,1000,AEAD,block
AES-256-CCM,8388608,13.0911,11.0611,662.464,1000,AEAD,block
