Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.003652,0.0029787,294.558,1000,Non-AEAD,block
AES-256-CBC,4096,0.0055015,0.0028868,931.357,1000,Non-AEAD,block
AES-256-CBC,16384,0.0279519,0.0077089,876.312,1000,Non-AEAD,block
AES-256-CBC,262144,0.429602,0.102578,939.532,1000,Non-AEAD,block
AES-256-CBC,1048576,1.38866,0.473982,1073.74,1000,Non-AEAD,block
AES-256-CBC,8388608,13.4609,5.81331,830.123,1000,Non-AEAD,block
AES-256-CTR,1024,0.0021812,0.0021617,449.728,1000,Non-AEAD,stream
AES-256-CTR,4096,0.0026116,0.0026361,1488.75,1000,Non-AEAD,stream
AES-256-CTR,16384,0.0054473,0.0054261,2873.99,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0586317,0.058093,4283.58,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.402636,0.410492,2459.64,1000,Non-AEAD,stream
AES-256-CTR,8388608,5.56823,5.87576,1398.11,1000,Non-AEAD,stream
AES-256-GCM,1024,0.0024657,0.0032049,344.43,1000,AEAD,block
AES-256-GCM,4096,0.003316,0.0040857,1055.5,1000,AEAD,block
AES-256-GCM,16384,0.0080981,0.0085358,1878.69,1000,AEAD,block
AES-256-GCM,262144,0.0929199,0.0863348,2789.33,1000,AEAD,block
AES-256-GCM,1048576,0.761094,0.528098,1551.36,1000,AEAD,block
AES-256-GCM,8388608,8.70654,6.24945,1069.81,1000,AEAD,block
AES-256-CCM,1024,0.003451,0.0043253,251.164,1000,AEAD,block
AES-256-CCM,4096,0.0064555,0.0072244,571.093,1000,AEAD,block
AES-256-CCM,16384,0.0199843,0.020478,772.324,1000,AEAD,block
AES-256-CCM,262144,0.305401,0.282613,850.32,1000,AEAD,block
AES-256-CCM,1048576,1.49622,1.2439,729.895,1000,AEAD,block
AES-256-CCM,8388608,14.5417,11.9711,603.483,1000,AEAD,block
