Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.00228963,0.00240277,416.232,1000,Non-AEAD,block
AES-256-CBC,4096,0.00500327,0.00348067,920.858,1000,Non-AEAD,block
AES-256-CBC,16384,0.0158795,0.00607862,1423.16,1000,Non-AEAD,block
AES-256-CBC,262144,0.47718,0.0626545,926.21,1000,Non-AEAD,block
AES-256-CBC,1048576,2.05155,0.256635,866.48,1000,Non-AEAD,block
AES-256-CBC,8388608,14.8591,3.40093,876.232,1000,Non-AEAD,block
AES-256-CTR,1024,0.0015697,0.001538,628.48,1000,Non-AEAD,stream
AES-256-CTR,4096,0.00198422,0.00199575,1962.95,1000,Non-AEAD,stream
AES-256-CTR,16384,0.00499088,0.00488697,3163.64,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0583319,0.0581079,4294.07,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.250576,0.24968,3997.96,1000,Non-AEAD,stream
AES-256-CTR,8388608,2.66293,2.6489,3012.15,1000,Non-AEAD,stream
AES-256-GCM,1024,0.00179743,0.00215454,494.216,1000,AEAD,block
AES-256-GCM,4096,0.00234251,0.00255952,1593.73,1000,AEAD,block
AES-256-GCM,16384,0.00623092,0.00628273,2497.27,1000,AEAD,block
AES-256-GCM,262144,0.0935949,0.0926011,2685.34,1000,AEAD,block
AES-256-GCM,1048576,0.391711,0.349108,2699.71,1000,AEAD,block
AES-256-GCM,8388608,10.6433,4.03468,1090.07,1000,AEAD,block
AES-256-CCM,1024,0.00226775,0.0026057,400.768,1000,AEAD,block
AES-256-CCM,4096,0.0051527,0.00535972,743.169,1000,AEAD,block
AES-256-CCM,16384,0.0171542,0.0171435,911.139,1000,AEAD,block
AES-256-CCM,262144,0.26557,0.259017,953.131,1000,AEAD,block
AES-256-CCM,1048576,1.11698,1.0707,914.211,1000,AEAD,block
AES-256-CCM,8388608,16.4111,9.63599,614.271,1000,AEAD,block
