Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.00222733,0.00153486,519.146,1000,Non-AEAD,block
AES-256-CBC,4096,0.00491854,0.00222332,1093.9,1000,Non-AEAD,block
AES-256-CBC,16384,0.0163202,0.00510521,1458.55,1000,Non-AEAD,block
AES-256-CBC,262144,0.452798,0.0587056,977.509,1000,Non-AEAD,block
AES-256-CBC,1048576,1.91904,0.238318,927.061,1000,Non-AEAD,block
AES-256-CBC,8388608,13.8477,3.10211,943.962,1000,Non-AEAD,block
AES-256-CTR,1024,0.00193259,0.00186215,514.693,1000,Non-AEAD,stream
AES-256-CTR,4096,0.00232833,0.00210724,1761.33,1000,Non-AEAD,stream
AES-256-CTR,16384,0.00512381,0.00501191,3083.15,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0737387,0.0703581,3469.89,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.245862,0.252888,4010.03,1000,Non-AEAD,stream
AES-256-CTR,8388608,2.6368,2.61174,3048.47,1000,Non-AEAD,stream
AES-256-GCM,1024,0.00184182,0.00210682,494.632,1000,AEAD,block
AES-256-GCM,4096,0.00245844,0.00278117,1491.04,1000,AEAD,block
AES-256-GCM,16384,0.00652089,0.0065255,2395.3,1000,AEAD,block
AES-256-GCM,262144,0.0828546,0.0782915,3102.78,1000,AEAD,block
AES-256-GCM,1048576,0.365715,0.322014,2908.12,1000,AEAD,block
AES-256-GCM,8388608,9.96654,3.76032,1165.6,1000,AEAD,block
AES-256-CCM,1024,0.00225172,0.00263829,399.411,1000,AEAD,block
AES-256-CCM,4096,0.00504256,0.00538659,749.102,1000,AEAD,block
AES-256-CCM,16384,0.0198934,0.0173991,837.97,1000,AEAD,block
AES-256-CCM,262144,0.26687,0.261979,945.45,1000,AEAD,block
AES-256-CCM,1048576,1.14626,1.10115,889.914,1000,AEAD,block
AES-256-CCM,8388608,15.829,9.4604,632.677,1000,AEAD,block
