Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.00226893,0.00177632,482.819,1000,Non-AEAD,block
AES-256-CBC,4096,0.00472773,0.00214508,1136.73,1000,Non-AEAD,block
AES-256-CBC,16384,0.0160633,0.00488686,1491.64,1000,Non-AEAD,block
AES-256-CBC,262144,0.453674,0.0578489,977.473,1000,Non-AEAD,block
AES-256-CBC,1048576,1.92919,0.239878,922.055,1000,Non-AEAD,block
AES-256-CBC,8388608,14.6118,3.3942,888.592,1000,Non-AEAD,block
AES-256-CTR,1024,0.00154261,0.00156127,629.254,1000,Non-AEAD,stream
AES-256-CTR,4096,0.00204327,0.00204194,1912.39,1000,Non-AEAD,stream
AES-256-CTR,16384,0.00462028,0.00462792,3379.04,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0557826,0.0551763,4506.17,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.237313,0.241236,4179.3,1000,Non-AEAD,stream
AES-256-CTR,8388608,2.50758,2.5549,3160.51,1000,Non-AEAD,stream
AES-256-GCM,1024,0.00180035,0.0020643,505.382,1000,AEAD,block
AES-256-GCM,4096,0.00246391,0.00279111,1486.67,1000,AEAD,block
AES-256-GCM,16384,0.0068106,0.00689549,2280.01,1000,AEAD,block
AES-256-GCM,262144,0.0886818,0.0818791,2931.51,1000,AEAD,block
AES-256-GCM,1048576,0.37498,0.331512,2830.89,1000,AEAD,block
AES-256-GCM,8388608,9.94834,3.7043,1171.94,1000,AEAD,block
AES-256-CCM,1024,0.00225049,0.00261775,401.197,1000,AEAD,block
AES-256-CCM,4096,0.00516626,0.00549664,732.681,1000,AEAD,block
AES-256-CCM,16384,0.0176755,0.0175636,886.8,1000,AEAD,block
AES-256-CCM,262144,0.267731,0.258212,950.674,1000,AEAD,block
AES-256-CCM,1048576,1.10168,1.05873,925.752,1000,AEAD,block
AES-256-CCM,8388608,15.31,9.25286,651.389,1000,AEAD,block
