Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.00247272,0.00168864,469.348,1000,Non-AEAD,block
AES-256-CBC,4096,0.00707242,0.00240062,824.709,1000,Non-AEAD,block
AES-256-CBC,16384,0.0154831,0.00513669,1515.54,1000,Non-AEAD,block
AES-256-CBC,262144,0.461328,0.0585663,961.733,1000,Non-AEAD,block
AES-256-CBC,1048576,1.95497,0.244239,909.417,1000,Non-AEAD,block
AES-256-CBC,8388608,14.5791,3.33878,892.964,1000,Non-AEAD,block
AES-256-CTR,1024,0.00160562,0.00322078,404.676,1000,Non-AEAD,stream
AES-256-CTR,4096,0.00209977,0.00227402,1786.21,1000,Non-AEAD,stream
AES-256-CTR,16384,0.00499281,0.00470322,3222.97,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0548906,0.0551333,4544.47,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.23632,0.241701,4183.91,1000,Non-AEAD,stream
AES-256-CTR,8388608,2.57975,2.58374,3098.68,1000,Non-AEAD,stream
AES-256-GCM,1024,0.00184284,0.00206986,499.176,1000,AEAD,block
AES-256-GCM,4096,0.00254857,0.00282691,1453.36,1000,AEAD,block
AES-256-GCM,16384,0.00708088,0.0071257,2199.69,1000,AEAD,block
AES-256-GCM,262144,0.084725,0.0792979,3048.36,1000,AEAD,block
AES-256-GCM,1048576,0.390997,0.344117,2720.67,1000,AEAD,block
AES-256-GCM,8388608,9.89985,3.72583,1174.25,1000,AEAD,block
AES-256-CCM,1024,0.00225173,0.00262237,400.715,1000,AEAD,block
AES-256-CCM,4096,0.00516361,0.00543258,737.293,1000,AEAD,block
AES-256-CCM,16384,0.0176959,0.0176338,884.527,1000,AEAD,block
AES-256-CCM,262144,0.264858,0.257027,958.065,1000,AEAD,block
AES-256-CCM,1048576,1.14814,1.09891,890.057,1000,AEAD,block
AES-256-CCM,8388608,15.6259,9.30972,641.652,1000,AEAD,block
