Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.00235713,0.00166729,485.319,1000,Non-AEAD,block
AES-256-CBC,4096,0.00519986,0.00224092,1049.96,1000,Non-AEAD,block
AES-256-CBC,16384,0.0154862,0.0058152,1467.04,1000,Non-AEAD,block
AES-256-CBC,262144,0.463487,0.0593002,956.413,1000,Non-AEAD,block
AES-256-CBC,1048576,2.05999,0.254218,864.228,1000,Non-AEAD,block
AES-256-CBC,8388608,14.7917,3.51999,873.757,1000,Non-AEAD,block
AES-256-CTR,1024,0.00162957,0.00164095,597.193,1000,Non-AEAD,stream
AES-256-CTR,4096,0.00205712,0.00208919,1884.2,1000,Non-AEAD,stream
AES-256-CTR,16384,0.00468243,0.00463422,3354.21,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0587747,0.0588038,4252.48,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.248495,0.252457,3992.39,1000,Non-AEAD,stream
AES-256-CTR,8388608,2.85581,2.83374,2812.17,1000,Non-AEAD,stream
AES-256-GCM,1024,0.00170392,0.00196969,531.663,1000,AEAD,block
AES-256-GCM,4096,0.00246773,0.00278554,1487.17,1000,AEAD,block
AES-256-GCM,16384,0.0065818,0.00660406,2369.96,1000,AEAD,block
AES-256-GCM,262144,0.090876,0.0822858,2887.47,1000,AEAD,block
AES-256-GCM,1048576,0.385604,0.341996,2748.76,1000,AEAD,block
AES-256-GCM,8388608,10.7833,4.19622,1068.12,1000,AEAD,block
AES-256-CCM,1024,0.00260632,0.00299927,348.425,1000,AEAD,block
AES-256-CCM,4096,0.00541707,0.00575821,699.088,1000,AEAD,block
AES-256-CCM,16384,0.0197111,0.0196449,794.033,1000,AEAD,block
AES-256-CCM,262144,0.272805,0.266711,926.757,1000,AEAD,block
AES-256-CCM,1048576,1.17069,1.11941,873.323,1000,AEAD,block
AES-256-CCM,8388608,16.8628,10.1223,592.918,1000,AEAD,block
