Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.00237581,0.00175563,472.747,1000,Non-AEAD,block
AES-256-CBC,4096,0.0063276,0.00258607,876.463,1000,Non-AEAD,block
AES-256-CBC,16384,0.0158112,0.00522252,1485.71,1000,Non-AEAD,block
AES-256-CBC,262144,0.4803,0.0610944,923.542,1000,Non-AEAD,block
AES-256-CBC,1048576,1.98923,0.247249,894.261,1000,Non-AEAD,block
AES-256-CBC,8388608,14.2802,3.27582,911.368,1000,Non-AEAD,block
AES-256-CTR,1024,0.00158567,0.00155991,620.912,1000,Non-AEAD,stream
AES-256-CTR,4096,0.00217066,0.00220834,1784.08,1000,Non-AEAD,stream
AES-256-CTR,16384,0.00486195,0.00480833,3231.55,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0589406,0.0592047,4232.08,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.253528,0.251213,3962.42,1000,Non-AEAD,stream
AES-256-CTR,8388608,2.55574,2.63493,3082.46,1000,Non-AEAD,stream
AES-256-GCM,1024,0.00179739,0.00198153,516.848,1000,AEAD,block
AES-256-GCM,4096,0.00237831,0.00263806,1557.4,1000,AEAD,block
AES-256-GCM,16384,0.00666605,0.00677026,2325.79,1000,AEAD,block
AES-256-GCM,262144,0.0904781,0.0852703,2844.98,1000,AEAD,block
AES-256-GCM,1048576,0.399839,0.355985,2646.12,1000,AEAD,block
AES-256-GCM,8388608,10.2993,3.96134,1121.97,1000,AEAD,block
AES-256-CCM,1024,0.00228363,0.00263763,396.875,1000,AEAD,block
AES-256-CCM,4096,0.00515443,0.00550618,732.838,1000,AEAD,block
AES-256-CCM,16384,0.0196145,0.0197766,793.327,1000,AEAD,block
AES-256-CCM,262144,0.268834,0.255801,953.042,1000,AEAD,block
AES-256-CCM,1048576,1.086,1.05375,934.689,1000,AEAD,block
AES-256-CCM,8388608,16.63,9.87563,603.645,1000,AEAD,block
