Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.00242243,0.00171845,471.67,1000,Non-AEAD,block
AES-256-CBC,4096,0.00643448,0.00225344,899.238,1000,Non-AEAD,block
AES-256-CBC,16384,0.0180043,0.00517695,1348.07,1000,Non-AEAD,block
AES-256-CBC,262144,0.474075,0.0616577,933.301,1000,Non-AEAD,block
AES-256-CBC,1048576,2.02454,0.243569,881.792,1000,Non-AEAD,block
AES-256-CBC,8388608,13.9473,3.05257,941.185,1000,Non-AEAD,block
AES-256-CTR,1024,0.00164666,0.00166853,589.146,1000,Non-AEAD,stream
AES-256-CTR,4096,0.00211145,0.00215177,1832.54,1000,Non-AEAD,stream
AES-256-CTR,16384,0.00536222,0.00530163,2930.46,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0616872,0.0617652,4050.14,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.253613,0.256588,3920.03,1000,Non-AEAD,stream
AES-256-CTR,8388608,2.42723,2.46614,3269.73,1000,Non-AEAD,stream
AES-256-GCM,1024,0.00187991,0.00208564,492.523,1000,AEAD,block
AES-256-GCM,4096,0.00254962,0.00290401,1432.53,1000,AEAD,block
AES-256-GCM,16384,0.00718228,0.00722141,2169.58,1000,AEAD,block
AES-256-GCM,262144,0.0933453,0.0877961,2760.28,1000,AEAD,block
AES-256-GCM,1048576,0.398691,0.352296,2663.16,1000,AEAD,block
AES-256-GCM,8388608,9.9352,3.72141,1171.59,1000,AEAD,block
AES-256-CCM,1024,0.00223169,0.00255553,407.987,1000,AEAD,block
AES-256-CCM,4096,0.00525984,0.00560883,718.809,1000,AEAD,block
AES-256-CCM,16384,0.0179123,0.0191777,842.545,1000,AEAD,block
AES-256-CCM,262144,0.264408,0.259312,954.708,1000,AEAD,block
AES-256-CCM,1048576,1.09303,1.04995,933.279,1000,AEAD,block
AES-256-CCM,8388608,16.3749,9.7085,613.418,1000,AEAD,block
