Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.00236913,0.00168059,482.287,1000,Non-AEAD,block
AES-256-CBC,4096,0.00603978,0.00228598,938.353,1000,Non-AEAD,block
AES-256-CBC,16384,0.0157542,0.00519287,1491.85,1000,Non-AEAD,block
AES-256-CBC,262144,0.473162,0.0624576,933.498,1000,Non-AEAD,block
AES-256-CBC,1048576,2.11975,0.27799,834.12,1000,Non-AEAD,block
AES-256-CBC,8388608,14.6396,3.47466,883.284,1000,Non-AEAD,block
AES-256-CTR,1024,0.00162619,0.001615,602.595,1000,Non-AEAD,stream
AES-256-CTR,4096,0.00227815,0.00227938,1714.19,1000,Non-AEAD,stream
AES-256-CTR,16384,0.00565322,0.00564404,2766.16,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0687734,0.0666218,3692.89,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.266464,0.269213,3733.59,1000,Non-AEAD,stream
AES-256-CTR,8388608,2.54764,2.58578,3116.83,1000,Non-AEAD,stream
AES-256-GCM,1024,0.00171698,0.00192664,536.039,1000,AEAD,block
AES-256-GCM,4096,0.00230371,0.00275409,1544.64,1000,AEAD,block
AES-256-GCM,16384,0.00609971,0.00623101,2534.32,1000,AEAD,block
AES-256-GCM,262144,0.0916919,0.0893188,2762.27,1000,AEAD,block
AES-256-GCM,1048576,0.387779,0.342892,2737.21,1000,AEAD,block
AES-256-GCM,8388608,9.89306,3.7784,1170.32,1000,AEAD,block
AES-256-CCM,1024,0.00229832,0.00271899,389.277,1000,AEAD,block
AES-256-CCM,4096,0.00516652,0.00559162,726.195,1000,AEAD,block
AES-256-CCM,16384,0.0208795,0.0184,795.58,1000,AEAD,block
AES-256-CCM,262144,0.28782,0.285063,872.778,1000,AEAD,block
AES-256-CCM,1048576,1.11776,1.07002,914.166,1000,AEAD,block
AES-256-CCM,8388608,15.8407,9.53485,630.529,1000,AEAD,block
