Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.00233224,0.00171736,482.301,1000,Non-AEAD,block
AES-256-CBC,4096,0.0061863,0.0021787,933.951,1000,Non-AEAD,block
AES-256-CBC,16384,0.0150659,0.00501172,1556.46,1000,Non-AEAD,block
AES-256-CBC,262144,0.468567,0.060641,944.808,1000,Non-AEAD,block
AES-256-CBC,1048576,1.97901,0.248121,898.016,1000,Non-AEAD,block
AES-256-CBC,8388608,14.0029,3.13347,933.687,1000,Non-AEAD,block
AES-256-CTR,1024,0.00159694,0.00157072,616.583,1000,Non-AEAD,stream
AES-256-CTR,4096,0.00200662,0.00200504,1947.45,1000,Non-AEAD,stream
AES-256-CTR,16384,0.00477352,0.00479646,3265.42,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0544428,0.0546491,4583.29,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.229368,0.231643,4338.29,1000,Non-AEAD,stream
AES-256-CTR,8388608,2.60549,2.63575,3052.72,1000,Non-AEAD,stream
AES-256-GCM,1024,0.00177467,0.0019745,520.948,1000,AEAD,block
AES-256-GCM,4096,0.0025066,0.00278678,1475.9,1000,AEAD,block
AES-256-GCM,16384,0.00678182,0.0069924,2268.73,1000,AEAD,block
AES-256-GCM,262144,0.0894431,0.0842407,2878.79,1000,AEAD,block
AES-256-GCM,1048576,0.378604,0.333434,2808.84,1000,AEAD,block
AES-256-GCM,8388608,9.88254,3.78369,1170.77,1000,AEAD,block
AES-256-CCM,1024,0.00226102,0.00254833,406.11,1000,AEAD,block
AES-256-CCM,4096,0.0053582,0.00568614,707.376,1000,AEAD,block
AES-256-CCM,16384,0.0175781,0.0176442,887.222,1000,AEAD,block
AES-256-CCM,262144,0.264045,0.257358,958.95,1000,AEAD,block
AES-256-CCM,1048576,1.09481,1.04451,934.875,1000,AEAD,block
AES-256-CCM,8388608,15.7744,9.535,632.176,1000,AEAD,block
