Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.00255469,0.00182271,446.184,1000,Non-AEAD,block
AES-256-CBC,4096,0.00784933,0.00360537,682.035,1000,Non-AEAD,block
AES-256-CBC,16384,0.0190373,0.00825124,1145.17,1000,Non-AEAD,block
AES-256-CBC,262144,0.551233,0.0750762,798.328,1000,Non-AEAD,block
AES-256-CBC,1048576,2.27023,0.311368,774.715,1000,Non-AEAD,block
AES-256-CBC,8388608,14.4827,3.37417,896.013,1000,Non-AEAD,block
AES-256-CTR,1024,0.00193981,0.00169671,537.086,1000,Non-AEAD,stream
AES-256-CTR,4096,0.00231222,0.00238189,1664.32,1000,Non-AEAD,stream
AES-256-CTR,16384,0.00951923,0.00681961,1912.62,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0669964,0.0670222,3730.83,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.282166,0.27299,3602.59,1000,Non-AEAD,stream
AES-256-CTR,8388608,2.88758,2.8833,2772.54,1000,Non-AEAD,stream
AES-256-GCM,1024,0.001759,0.00204222,513.816,1000,AEAD,block
AES-256-GCM,4096,0.00295568,0.00300735,1310.16,1000,AEAD,block
AES-256-GCM,16384,0.00756784,0.0075793,2063.1,1000,AEAD,block
AES-256-GCM,262144,0.0930685,0.0877451,2765.28,1000,AEAD,block
AES-256-GCM,1048576,0.386603,0.351329,2710.28,1000,AEAD,block
AES-256-GCM,8388608,10.2903,3.97623,1121.51,1000,AEAD,block
AES-256-CCM,1024,0.0022787,0.00274606,388.701,1000,AEAD,block
AES-256-CCM,4096,0.00502848,0.00532696,754.434,1000,AEAD,block
AES-256-CCM,16384,0.0206968,0.0212337,745.28,1000,AEAD,block
AES-256-CCM,262144,0.272336,0.267141,926.822,1000,AEAD,block
AES-256-CCM,1048576,1.12317,1.07485,909.909,1000,AEAD,block
AES-256-CCM,8388608,16.2751,9.73963,615.036,1000,AEAD,block
