Mode,DataSizeBytes,EncryptTimeMS,DecryptTimeMS,ThroughputMBps,Iterations,IsAEAD,ModeType
AES-256-CBC,1024,0.00250151,0.00178448,455.7,1000,Non-AEAD,block
AES-256-CBC,4096,0.00480544,0.00247081,1073.7,1000,Non-AEAD,block
AES-256-CBC,16384,0.0158731,0.00502251,1495.53,1000,Non-AEAD,block
AES-256-CBC,262144,0.452846,0.0588431,977.155,1000,Non-AEAD,block
AES-256-CBC,1048576,1.95013,0.243448,911.752,1000,Non-AEAD,block
AES-256-CBC,8388608,14.2158,3.21385,917.978,1000,Non-AEAD,block
AES-256-CTR,1024,0.00156064,0.00155693,626.488,1000,Non-AEAD,stream
AES-256-CTR,4096,0.0019956,0.00209658,1909.13,1000,Non-AEAD,stream
AES-256-CTR,16384,0.00528173,0.00529891,2953.51,1000,Non-AEAD,stream
AES-256-CTR,262144,0.0631915,0.0660529,3868.64,1000,Non-AEAD,stream
AES-256-CTR,1048576,0.231903,0.227514,4353.34,1000,Non-AEAD,stream
AES-256-CTR,8388608,2.48654,2.53661,3185.25,1000,Non-AEAD,stream
AES-256-GCM,1024,0.00191502,0.00209686,486.836,1000,AEAD,block
AES-256-GCM,4096,0.00261521,0.00293824,1406.78,1000,AEAD,block
AES-256-GCM,16384,0.00738241,0.00744484,2107.61,1000,AEAD,block
AES-256-GCM,262144,0.0975414,0.0931901,2621.49,1000,AEAD,block
AES-256-GCM,1048576,0.402878,0.35594,2635.68,1000,AEAD,block
AES-256-GCM,8388608,10.0167,3.81073,1157.12,1000,AEAD,block
AES-256-CCM,1024,0.00225,0.00263203,400.065,1000,AEAD,block
AES-256-CCM,4096,0.00512193,0.00544619,739.252,1000,AEAD,block
AES-256-CCM,16384,0.0174944,0.0175312,892.204,1000,AEAD,block
AES-256-CCM,262144,0.265218,0.269514,935.049,1000,AEAD,block
AES-256-CCM,1048576,1.09727,1.05514,929.191,1000,AEAD,block
AES-256-CCM,8388608,15.5238,9.26185,645.536,1000,AEAD,block
