OS,Algorithm,SizeName,FileSizeBytes,Run,TimeSeconds,ThroughputMBps,Mode,Digest
Windows,sha3-512,100MiB,104857600,1,0.4456962,224.3680785252376,streaming,c29540c1f0ce62da5d61e76b7f7b2640d8a180c7b32e72aa763e48298460ed7e569944d9057835a0ab7cd343e090804a2e99a50a7ac39bd47d971330295c5af9
Windows,sha3-512,100MiB,104857600,2,0.4172061,239.68968814214364,streaming,c29540c1f0ce62da5d61e76b7f7b2640d8a180c7b32e72aa763e48298460ed7e569944d9057835a0ab7cd343e090804a2e99a50a7ac39bd47d971330295c5af9
